index,w1,w2,count1,count2,total1,total2,isDuplicate
1239.0,petit basset griffon vendeen,petit basset griffon vendeen,2.0,3.0,82545.0,82545.0,1.0
,83,"10,57",94.0,1.0,595971.0,595971.0,0.0
,"shared, tubed/piped deep well","protected spring, river, stream, etc",6242.0,2657.0,41544.0,41544.0,0.0
,stop_gained&inframe_deletion,splice_region_variant&synonymous_variant,1.0,552.0,65188.0,65188.0,0.0
,830,141,2823.0,6.0,70964.0,70964.0,0.0
741.0,partner,partner,674.0,13240.0,374362.0,374362.0,1.0
,dominican republic,lesotho,1.0,1.0,269.0,269.0,0.0
,30,3,18.0,5.0,61281.0,61281.0,0.0
,ma,fl,7574.0,7747.0,403984.0,403984.0,0.0
,"core welfare indicator questionnaire survey (cwiq), 2011/12","core welfare indicator questionnaire survey (cwiq), 2007",1.0,2.0,263.0,263.0,0.0
,other_depository_corporations_deposit_money_banks_capital_and_unclassified_liabilities,central_government_gross_debt,16595.0,1965.0,884244.0,884244.0,0.0
,"equipment, construction",not assigned,732.0,838.0,151623.0,151623.0,0.0
274.0,de,de,699.0,682.0,374362.0,374362.0,1.0
,niedersachsenstadion,wankdorf stadium,4.0,5.0,4572.0,4572.0,0.0
,small enterprise,communities affected by war,1723.0,10.0,779092.0,779092.0,0.0
,q27emergingtechskill,q21corecompcodebasenav,8.0,1.0,452.0,452.0,0.0
,cat (new),category 2,449.0,2676.0,158026.0,158026.0,0.0
768.0,preparer,preparer,12.0,4.0,374362.0,374362.0,1.0
,cleaning services,liquor store / off-license,145.0,1558.0,671205.0,671205.0,0.0
,south africa,bahrain,2.0,1.0,73.0,73.0,0.0
,downtown,ardenwald,7089.0,48.0,82958.0,82958.0,0.0
,ca,br,5.0,613.0,3122.0,3122.0,0.0
,17,"4,21",122.0,1.0,227092.0,227092.0,0.0
,cr,ar,1.0,320.0,85881.0,85881.0,0.0
,azerbaijan,swaziland,341.0,828.0,61626.0,61626.0,0.0
,guf,brb,1.0,1.0,2031.0,2031.0,0.0
,00821-0755,96799-6246,1.0,1.0,1973.0,1973.0,0.0
,gresham - downtown,collins view,4.0,180.0,63279.0,63279.0,0.0
,gresham - northeast gresh,gresham - southwest gresh,3.0,1.0,63279.0,63279.0,0.0
,sao tome and principe,samoa,1.0,1.0,269.0,269.0,0.0
,tn,co,32513.0,31187.0,768922.0,768922.0,0.0
272.0,district of columbia,dc,980.0,667.0,374362.0,374362.0,1.0
,st. george,merlot-malbec,3.0,15.0,150930.0,150930.0,0.0
,civc,wcrk,104383.0,70235.0,3313625.0,3313625.0,0.0
720.0,ms.,ms,6.0,1.0,374362.0,374362.0,1.0
3900.0,manufacturing - othermedical devices and supplies,manufacturing - other; medical devices and supplies,3.0,1.0,22000.0,22000.0,1.0
,us,ch,43129.0,292.0,63465.0,63465.0,0.0
,ncon,24th,40873.0,92710.0,3313625.0,3313625.0,0.0
,ice,dark,14.0,20.0,800.0,800.0,0.0
,r1z6,r3w2,33.0,33.0,2117.0,2117.0,0.0
,austria,slovenia,414.0,234.0,80583.0,80583.0,0.0
,id,il,42.0,444.0,10621.0,10621.0,0.0
,gross_capital_formation,final_consumption_expenditure,14822.0,14948.0,191325.0,191325.0,0.0
,equals_gross_national_income,equals_net_lending_net_borrowing_of_the_nation,11787.0,7574.0,215337.0,215337.0,0.0
1579.0,euro,euro,977.0,27780.0,227092.0,227092.0,1.0
,wholesale_and_retail_trade_repair_of_motor_vehicles_and_motorcycles,equals_value_added_gross_at_basic_prices,1391.0,3407.0,61626.0,61626.0,0.0
269.0,co,co,1227.0,1495.0,374362.0,374362.0,1.0
,stolen property,offenses against family,77.0,45.0,61779.0,61779.0,0.0
,social studies,environmental studies,678.0,1128.0,151623.0,151623.0,0.0
,dia3_2,dia1_2,52.0,6135.0,403984.0,403984.0,0.0
4310.0,"health technologists and technicians, all other","health technologists and technicians, all other*",10.0,8.0,374362.0,374362.0,1.0
,mozambique,montenegro,1.0,1.0,269.0,269.0,0.0
985.0,coolie x,collie x,12.0,24.0,82545.0,82545.0,1.0
,nv,id,9234.0,8031.0,768922.0,768922.0,0.0
,midrand,brussels,1.0,1.0,73.0,73.0,0.0
,927,819,1.0,1.0,10001.0,10001.0,0.0
,34,sint maarten,1.0,64.0,191325.0,191325.0,0.0
,rape,forgery,184.0,1063.0,63279.0,63279.0,0.0
3786.0,morphol. examin.; id tentative,morphol. examin.; id tentative,5.0,1.0,513373.0,513373.0,1.0
,"2,36",37,1.0,25.0,191325.0,191325.0,0.0
,american curl shorthair,scottish fold,11.0,2.0,29421.0,29421.0,0.0
,nv,new mexico,32.0,32.0,2720.0,2720.0,0.0
,financial_and_insurance_activities,electricity_gas_steam_and_air_conditioning_supply,2751.0,1318.0,61626.0,61626.0,0.0
,kes,azn,75311.0,1944.0,671205.0,671205.0,0.0
,rph1_0,ast4_1,1625.0,6135.0,403984.0,403984.0,0.0
,dark,ice,29.0,23.0,801.0,801.0,0.0
,recife,gothenburg,7.0,7.0,4572.0,4572.0,0.0
,bosnia and herzegovina,slovenia,360.0,1316.0,61626.0,61626.0,0.0
4477.0,movies-in-movie-theatres,movies-in-movie-theaters,1.0,33.0,31212.0,31212.0,1.0
,pl,sv,376.0,418.0,85881.0,85881.0,0.0
,plus: statistical discrepancy,"electricity, gas, steam and air conditioning supply",8.0,1353.0,68023.0,68023.0,0.0
,ireland,aruba,192.0,1.0,151623.0,151623.0,0.0
,bolivia,south sudan,44.0,2.0,374362.0,374362.0,0.0
,arlington hghts,pearl,47.0,1287.0,59853.0,59853.0,0.0
,qatar,mauritius,1.0,7.0,2031.0,2031.0,0.0
4304.0,"construction and related workers, all other","construction and related workers, all other*",14.0,1.0,374362.0,374362.0,1.0
,central coast,long island,11065.0,680.0,129971.0,129971.0,0.0
,north carolina,ky,577.0,333.0,21112.0,21112.0,0.0
,offenses against family,disorderly conduct,41.0,3895.0,63279.0,63279.0,0.0
,"2,24","1,31",1.0,15.0,227092.0,227092.0,0.0
,flying,electric,4.0,44.0,800.0,800.0,0.0
,mediterranean,hotdogs,3516.0,278.0,399918.0,399918.0,0.0
,merlot,meoru,5070.0,4.0,150930.0,150930.0,0.0
,normal,left council area,540.0,11.0,82545.0,82545.0,0.0
,larceny,offenses against family,22022.0,89.0,70964.0,70964.0,0.0
,debt reduction facility,recipient executed activities,5.0,12422.0,151623.0,151623.0,0.0
,phl,arm,3030.0,942.0,4861.0,4861.0,0.0
,882,821,800.0,939.0,59853.0,59853.0,0.0
,export earn.: fuel,vanuatu,318.0,2835.0,884244.0,884244.0,0.0
,tires,garbage collections,2341.0,198489.0,564403.0,564403.0,0.0
,15i,04d,648.0,284.0,399918.0,399918.0,0.0
450.0,vt,vt,270.0,163.0,374362.0,374362.0,1.0
,00726-3261,00785-2877,1.0,1.0,1351.0,1351.0,0.0
,local_05,local_11,59.0,2.0,439.0,439.0,0.0
,health care facilities,semiconductors,5.0,13.0,505.0,505.0,0.0
467.0,puerto rico,pr,103.0,110.0,374362.0,374362.0,1.0
,lao,ken,17.0,8.0,2772.0,2772.0,0.0
,19/11/2010,15/10/2010,45.0,45.0,8190.0,8190.0,0.0
,new jersey,north carolina,303.0,305.0,10621.0,10621.0,0.0
,fo,nm,17.0,1.0,24957.0,24957.0,0.0
,i08,g15,26.0,4.0,1420.0,1420.0,0.0
,public_administration_and_defence_compulsory_social_security,equals_gross_domestic_product,9937.0,13580.0,223379.0,223379.0,0.0
,wa,oh,15.0,15.0,626.0,626.0,0.0
,brazil,ireland,2618.0,4514.0,320551.0,320551.0,0.0
,china,india,3.0,1.0,2772.0,2772.0,0.0
,filed,revoked,12043.0,50.0,198900.0,198900.0,0.0
,"4,11",3,3.0,373.0,100048.0,100048.0,0.0
,a10500000075ine,a1050000003vzue,1.0,4.0,4861.0,4861.0,0.0
,mt,mo,32.0,96.0,2720.0,2720.0,0.0
,japan,sint maarten,1066.0,1.0,374362.0,374362.0,0.0
,far southwest,reed,100.0,222.0,61281.0,61281.0,0.0
592.0,"attorney, tocci & lee, llc","attorney, tocci & lee, llc",34.0,1.0,374362.0,374362.0,1.0
3965.0,"city of industry, ca","city of industry, ca 91744",1.0,2.0,22000.0,22000.0,1.0
4508.0,social work,social welfare,6.0,2.0,31212.0,31212.0,1.0
,annual member (houston b-cycle),annual membership (charlotte b-cycle),296.0,22.0,649231.0,649231.0,0.0
,oh,ga,36.0,50.0,910.0,910.0,0.0
,copd5_3,ckd1_0,468.0,6135.0,403984.0,403984.0,0.0
,co,mt,47.0,9.0,558.0,558.0,0.0
,rhode island,wy,32.0,16.0,2720.0,2720.0,0.0
,202,e_218,52.0,52.0,11106.0,11106.0,0.0
,beaverton - west slope,beaumont-wilshr,2.0,249.0,64618.0,64618.0,0.0
,iceland,belize,46.0,46.0,9234.0,9234.0,0.0
,ng,sn,10136.0,3269.0,671205.0,671205.0,0.0
,guldbagge,golden eagle,1.0,2.0,331.0,331.0,0.0
,less_financial_intermediation_services_indirectly_measured_fisim,agriculture_hunting_and_related_service_activities,7294.0,3722.0,225363.0,225363.0,0.0
,pse,eth,1.0,1.0,269.0,269.0,0.0
,or,ga,95.0,185.0,7930.0,7930.0,0.0
3801.0,sh.anm.chld.zs,sh.anm.chld.zs,1.0,4070.0,463231.0,463231.0,1.0
,egypt,monaco,412.0,3.0,374362.0,374362.0,0.0
,cd,sv,3073.0,39875.0,671205.0,671205.0,0.0
,filling/service stn,muni carbarn,218.0,37.0,198900.0,198900.0,0.0
4350.0,auditorio y palacio de congresos,auditorio palacio de congresos principe felipe,2.0,1.0,21607.0,21607.0,1.0
,ct,north carolina,64.0,32.0,2720.0,2720.0,0.0
,ph1e,gpha,1.0,2.0,198900.0,198900.0,0.0
1451.0,violence against civilians,violence against civilians,21.0,45021.0,165808.0,165808.0,1.0
709.0,managing partner,managing partner,12.0,295.0,374362.0,374362.0,1.0
,percapalc,prct,107.0,1209.0,403984.0,403984.0,0.0
,"13,27","9,55",12.0,25.0,225363.0,225363.0,0.0
,non-it goods,it telecommunications,215083.0,147.0,346018.0,346018.0,0.0
,eliot,crestwood,961.0,27.0,63279.0,63279.0,0.0
,z10,y16a,33.0,9.0,2150.0,2150.0,0.0
124.0,sd,south dakota,6.0,5.0,374362.0,374362.0,1.0
,the former yugoslav republic of macedonia,former sudan,208.0,304.0,73646.0,73646.0,0.0
,northwest hts,beaumont-wilshr,36.0,193.0,70964.0,70964.0,0.0
,haiti,nigeria,122.0,20.0,15736.0,15736.0,0.0
,ut,az,180.0,378.0,21112.0,21112.0,0.0
,890,901,594.0,1044.0,59853.0,59853.0,0.0
,marshall islands,namibia,46.0,46.0,9234.0,9234.0,0.0
309.0,ms,ms,163.0,459.0,374362.0,374362.0,1.0
,yugoslavia,estonia,3.0,3.0,374362.0,374362.0,0.0
,pelaverga piccolo,malbec-cabernet franc,2.0,1.0,150930.0,150930.0,0.0
,16/11/2012,27/07/2012,45.0,45.0,8190.0,8190.0,0.0
,152,932,1.0,1336.0,82958.0,82958.0,0.0
,in,nc,26.0,26.0,11106.0,11106.0,0.0
,runaway,aggravated assault,1512.0,1763.0,61281.0,61281.0,0.0
,i,iii,316.0,31.0,425.0,425.0,0.0
,dog (free registration),category 2 pensioner,2.0,779.0,158026.0,158026.0,0.0
,mexico,benin,368.0,368.0,72485.0,72485.0,0.0
,burundi,oth cent america ns,6801.0,106.0,884244.0,884244.0,0.0
,"9,18",2,5.0,1095.0,227092.0,227092.0,0.0
,same_name_as,registered_address,416.0,128311.0,364456.0,364456.0,0.0
,thailand,russian federation,7446.0,2195.0,884244.0,884244.0,0.0
134.0,vt,vt,142.0,89.0,374362.0,374362.0,1.0
,senior citizens,sanitation,1678.0,464.0,779092.0,779092.0,0.0
,swaziland,azerbaijan,828.0,341.0,61626.0,61626.0,0.0
,19/10/2012,17/08/2012,45.0,45.0,8190.0,8190.0,0.0
,electric,flying,44.0,4.0,800.0,800.0,0.0
,constr type 4,constr type 2,381.0,4068.0,198900.0,198900.0,0.0
,cahors,palette,493.0,2.0,129971.0,129971.0,0.0
,16th,wspr,92903.0,16520.0,3313625.0,3313625.0,0.0
,steel,independent power producers & energy traders,1.0,2.0,505.0,505.0,0.0
,geneva,lisbon,1572.0,3986.0,125527.0,125527.0,0.0
,portugal,thailand,414.0,414.0,81106.0,81106.0,0.0
,richmond,northwest,891.0,1732.0,61779.0,61779.0,0.0
,aggravated assault,stolen property,2327.0,90.0,80256.0,80256.0,0.0
,australia,singapore,4787.0,3581.0,320551.0,320551.0,0.0
251.0,west virginia,wv,78.0,115.0,374362.0,374362.0,1.0
,equals_npishs_final_consumption_expenditure,equals_total_actual_individual_consumption,5437.0,5042.0,100048.0,100048.0,0.0
,bermuda;germany;switzerland;united states,jersey,1.0,12.0,2031.0,2031.0,0.0
,arson,robbery,344.0,1137.0,80256.0,80256.0,0.0
3860.0,"houston, tx","houston, tx 77055",7.0,2.0,22000.0,22000.0,1.0
,new caledonia,isle of man,1.0,1.0,151623.0,151623.0,0.0
,madagascar,saudi arabia,3.0,130.0,374362.0,374362.0,0.0
,wholesale_retail_trade_repair_of_motor_vehicles_motorcycles_etc_hotels_and_restaurants_g_h,fishing_b,45038.0,23803.0,595971.0,595971.0,0.0
,costa rica,niger,1914.0,1433.0,215337.0,215337.0,0.0
,video observation,catch record,370375.0,41520.0,513373.0,513373.0,0.0
,wy,wi,42.0,890.0,48722.0,48722.0,0.0
,group c,group 5,48.0,6.0,4572.0,4572.0,0.0
,victoria,sammamish,1.0,1.0,24591.0,24591.0,0.0
3972.0,"montgomery, oh","montgomery, oh 45242",1.0,1.0,22000.0,22000.0,1.0
,equals_gross_domestic_product,npishs_final_consumption_expenditure,14758.0,6914.0,188939.0,188939.0,0.0
,arbor lodge,sabin,819.0,246.0,59853.0,59853.0,0.0
,r1z2,r1w7,33.0,33.0,2117.0,2117.0,0.0
191.0,md,md,1692.0,2322.0,374362.0,374362.0,1.0
,no,cn,12288.0,311.0,2483304.0,2483304.0,0.0
,"11,22","1,30",1.0,2.0,225363.0,225363.0,0.0
,subpar,oth,364.0,4.0,1518.0,1518.0,0.0
,362,730,1.0,1383.0,73590.0,73590.0,0.0
,prostitution,vandalism,309.0,5113.0,59853.0,59853.0,0.0
3763.0,pageon,pangeon,4.0,25.0,150930.0,150930.0,1.0
,japan,ghana,46.0,46.0,9234.0,9234.0,0.0
,27,"15,16",14.0,11.0,100048.0,100048.0,0.0
,book clubs,language & ethnic identity,11.0,13.0,602.0,602.0,0.0
,hayden island,mill park,851.0,1116.0,82958.0,82958.0,0.0
,repre,frcons,17.0,19.0,1518.0,1518.0,0.0
,czech republic,pakistan,1191.0,11.0,100048.0,100048.0,0.0
,aggravated assault,burglary,1699.0,4102.0,61497.0,61497.0,0.0
,sì£o paulo,dijon,1.0,1.0,73.0,73.0,0.0
385.0,mi,mi,5229.0,6549.0,374362.0,374362.0,1.0
,tompkinsville,stone mountain,1.0,1.0,24591.0,24591.0,0.0
,luxembourg,china,9.0,3.0,150930.0,150930.0,0.0
,14,monaco,1.0,68.0,61626.0,61626.0,0.0
,cad,eur,3736.0,817.0,108129.0,108129.0,0.0
,rhfc,tek,333.0,1417.0,610676.0,610676.0,0.0
3831.0,"milwaukee, wi 53224","milwaukee, wi",1.0,1.0,22000.0,22000.0,1.0
,palau,el salvador,1.0,1.0,269.0,269.0,0.0
,de,la,3379.0,9382.0,943111.0,943111.0,0.0
882.0,border collie cross,border collie cross,53.0,7.0,82545.0,82545.0,1.0
,alley bulk removal,recycling - pilot,3.0,40.0,564403.0,564403.0,0.0
,10,1,582.0,1457.0,223379.0,223379.0,0.0
,south tabor,centennial,684.0,2650.0,70964.0,70964.0,0.0
,haiti,philippines,70.0,3030.0,4861.0,4861.0,0.0
,mo,az,26.0,26.0,11106.0,11106.0,0.0
,parkrose,hosfrd-abrnethy,1223.0,945.0,73590.0,73590.0,0.0
,central african republic,finland,46.0,46.0,9237.0,9237.0,0.0
,nc,wa,32.0,80.0,2720.0,2720.0,0.0
,e_t,e_nwc,38.0,52.0,11106.0,11106.0,0.0
,alto clarinet,treble cornetto,7.0,8.0,806179.0,806179.0,0.0
,bra,rwa,8.0,104.0,15736.0,15736.0,0.0
,ic.frm.corr.zs,sn.itk.vita.zs,6.0,3.0,373.0,373.0,0.0
,swe,brb,142.0,121.0,21477.0,21477.0,0.0
,eth,pre,1519.0,1519.0,401016.0,401016.0,0.0
,pa,mi,7386.0,7680.0,403984.0,403984.0,0.0
,mo,wy,9.0,4.0,558.0,558.0,0.0
,gabon,trinidad and tobago,1.0,1.0,269.0,269.0,0.0
,q29framelovebackbonedotjs,q13empmeastechphoneint,2.0,1.0,452.0,452.0,0.0
,layer 1 down,layer 2 up,232.0,143.0,1668.0,1668.0,0.0
,montenegro,united kingdom,1.0,1.0,155.0,155.0,0.0
,il,id,444.0,42.0,10621.0,10621.0,0.0
,arts & culture,hobbies & crafts,9.0,6.0,602.0,602.0,0.0
,swe,pak,193.0,15.0,59228.0,59228.0,0.0
,latin america & caribbean,french polynesia,1.0,1.0,269.0,269.0,0.0
,homicide,offenses against family,27.0,77.0,64618.0,64618.0,0.0
,mongolia,chile,36.0,35.0,374362.0,374362.0,0.0
224.0,or,or,1757.0,1382.0,374362.0,374362.0,1.0
,less_subsidies_on_products,plus_taxes_less_subsidies_on_products,1982.0,3322.0,61626.0,61626.0,0.0
,"6,17","3,42",9.0,11.0,223379.0,223379.0,0.0
,yes/no,local control of the regulation of alcohol outlet density,918.0,109.0,403984.0,403984.0,0.0
1309.0,samoyed cross,samoyed cross,2.0,4.0,82545.0,82545.0,1.0
,bhr,vgb;imn,1.0,9.0,2031.0,2031.0,0.0
,brunei darussalam,pakistan,46.0,46.0,9237.0,9237.0,0.0
4280.0,biscuit & white,biscuit/white,2.0,1.0,82545.0,82545.0,1.0
,prague,paris,4859.0,14874.0,125527.0,125527.0,0.0
,offenses against family,homicide,77.0,27.0,64618.0,64618.0,0.0
,wv,dc,32.0,32.0,2720.0,2720.0,0.0
,general_government_final_consumption_expenditure,gross_capital_formation,9188.0,9188.0,81106.0,81106.0,0.0
,tonga,serbia and montenegro,1870.0,2726.0,1189482.0,1189482.0,0.0
,can;col,imn;che,1.0,1.0,2031.0,2031.0,0.0
,palm beach county,woodbury county,1.0,1.0,910.0,910.0,0.0
,explorer ($8 plus tax),annual membership (fort worth bike sharing),186.0,266.0,649231.0,649231.0,0.0
,upper middle income,lower middle income,56.0,53.0,263.0,263.0,0.0
424.0,ky,ky,916.0,709.0,374362.0,374362.0,1.0
,eca,tun,1519.0,1519.0,401016.0,401016.0,0.0
3676.0,durham lead,durham lead,217.0,4.0,158026.0,158026.0,1.0
,belarus,netherlands,234.0,414.0,81106.0,81106.0,0.0
,am,lb,1155.0,945.0,151623.0,151623.0,0.0
410.0,mo,mo,1488.0,1481.0,374362.0,374362.0,1.0
281.0,gu,gu,138.0,223.0,374362.0,374362.0,1.0
,vi,wa,89.0,26678.0,943111.0,943111.0,0.0
,ngn,xaf,10135.0,2358.0,671205.0,671205.0,0.0
,4,1,294.0,788.0,191325.0,191325.0,0.0
,appeal,disapproved,2.0,2.0,198900.0,198900.0,0.0
,sc,md,11538.0,34471.0,943111.0,943111.0,0.0
,651,fg1,982.0,1.0,61281.0,61281.0,0.0
,normal,ghost,4.0,14.0,801.0,801.0,0.0
,"4,9","13,14",2.0,79.0,225363.0,225363.0,0.0
,kiva city d.c.,distributor finance,10.0,400.0,779092.0,779092.0,0.0
,barranquilla uberblack,colonia,88.0,5.0,90287.0,90287.0,0.0
,switzerland,south africa,1.0,1.0,155.0,155.0,0.0
,duii,drugs,2415.0,4200.0,73590.0,73590.0,0.0
4022.0,white/brown,brown/white,633.0,621.0,82545.0,82545.0,1.0
,hungary,tajikistan,36.0,1918.0,151623.0,151623.0,0.0
1438.0,white swiss shepherd,white swiss shepard,6.0,1.0,82545.0,82545.0,1.0
,farming,home energy,72955.0,7141.0,671205.0,671205.0,0.0
,market,smoothed 5-year,2.0,4.0,2720.0,2720.0,0.0
,drugs,robbery,2825.0,1120.0,64618.0,64618.0,0.0
,layer 1 down,layer 3 down,167.0,98.0,1521.0,1521.0,0.0
,la,nj,96.0,48.0,2720.0,2720.0,0.0
,d15,k04,14.0,34.0,1420.0,1420.0,0.0
299.0,ma,ma,6021.0,7240.0,374362.0,374362.0,1.0
,kidnap,arson,19.0,215.0,63279.0,63279.0,0.0
,j,studio/tec,19.0,1.0,198900.0,198900.0,0.0
,layer 3 down,layer 1 up,157.0,405.0,2314.0,2314.0,0.0
,trinidad and tobago,grenada,368.0,368.0,73646.0,73646.0,0.0
,somalia,south africa,2219.0,7637.0,1189482.0,1189482.0,0.0
1837.0,new zealand dollars,new zealand dollar,129.0,131.0,48269.0,48269.0,1.0
,z04,w11b,33.0,3.0,2150.0,2150.0,0.0
,disorderly conduct,burglary,3836.0,4202.0,64618.0,64618.0,0.0
,111,spr,52.0,3.0,11106.0,11106.0,0.0
,equals_gross_domestic_product,agriculture_forestry_and_fishing,4627.0,3093.0,68023.0,68023.0,0.0
,tn,south dakota,7384.0,7680.0,403984.0,403984.0,0.0
,imports_of_goods_and_services,gross_domestic_product_gdp,9192.0,9234.0,80583.0,80583.0,0.0
,ca-mb ca-sb mbe mosb sb wosb,mbe sb sdvosb,1.0,1.0,346018.0,346018.0,0.0
612.0,corporate immigration attorney,corp. secretary,4.0,1.0,374362.0,374362.0,1.0
,level dollar fixed,level dollar closed,24.0,286.0,2720.0,2720.0,0.0
,age-adjusted prevalence,commercial host (dram shop) liability status for alcohol service,128577.0,106.0,403984.0,403984.0,0.0
,post and telecommunications,"agriculture, hunting, forestry",3448.0,5535.0,225363.0,225363.0,0.0
3677.0,durham lead,durham lead,4.0,217.0,158026.0,158026.0,1.0
,"3,183",74,15.0,91.0,595971.0,595971.0,0.0
,a1050000006tkek,a1050000007qnxs,1.0,24.0,4861.0,4861.0,0.0
,lighttpd,apache/2.4.10 (unix) openssl/1.0.1k,1.0,1.0,1781.0,1781.0,0.0
,162,151,99.0,15.0,73590.0,73590.0,0.0
4125.0,white/fawn,fawn/white,60.0,74.0,82545.0,82545.0,1.0
,micronesia (federated states of),mauritius,414.0,414.0,79422.0,79422.0,0.0
,id,ny,15.0,15.0,626.0,626.0,0.0
366.0,wy,wy,65.0,51.0,374362.0,374362.0,1.0
,sbrn,daly,1.0,1.0,46.0,46.0,0.0
,"china, macao special administrative region",36,1474.0,1.0,191325.0,191325.0,0.0
,columbia,czech republic,1.0,3.0,1973.0,1973.0,0.0
,e_322,e_214,52.0,52.0,11106.0,11106.0,0.0
,plus: taxes less subsidies on products,"memorandum item: fisim, if distributed to uses",10611.0,486.0,225363.0,225363.0,0.0
,dominican republic,myanmar,414.0,414.0,81106.0,81106.0,0.0
,09/04/2010,24/12/2010,45.0,45.0,8190.0,8190.0,0.0
,00669-1185,00676-4212,1.0,1.0,1351.0,1351.0,0.0
,"5,40","79,99",13.0,3.0,595971.0,595971.0,0.0
,00820-4354,00821-0647,1.0,1.0,1973.0,1973.0,0.0
3620.0,cmr,cmr,1778.0,14.0,463231.0,463231.0,1.0
,gtm,blz,23.0,7.0,2772.0,2772.0,0.0
,hp5,40,1.0,4.0,70964.0,70964.0,0.0
,n03,q02,14.0,4.0,1420.0,1420.0,0.0
,ko,or,861.0,1.0,85881.0,85881.0,0.0
,fiscal year ending 30 june,fiscal year ending 30 september,1959.0,68.0,320551.0,320551.0,0.0
,mq,bd,1.0,3082.0,151623.0,151623.0,0.0
,expert witneses,printing services,3800.0,1246.0,346018.0,346018.0,0.0
178.0,ks,ks,877.0,480.0,374362.0,374362.0,1.0
,"5,5","6,9",6.0,1.0,258.0,258.0,0.0
,actual,preliminary,110.0,5.0,263.0,263.0,0.0
,maldives,luxembourg,1519.0,1519.0,401016.0,401016.0,0.0
,slovakia,bulgaria,196.0,156.0,8406.0,8406.0,0.0
,jo,pk,4167.0,26857.0,671205.0,671205.0,0.0
,zimbabwe,vanuatu,4034.0,4.0,671205.0,671205.0,0.0
,education,private households with employed persons,4686.0,5203.0,225363.0,225363.0,0.0
,delicatessen,portuguese,6203.0,181.0,399918.0,399918.0,0.0
,okanagan valley,central victoria,96.0,7.0,150930.0,150930.0,0.0
,freelancer,director / vp of engineering,486.0,140.0,25090.0,25090.0,0.0
,"germany, federal republic of",solomon islands,418.0,90.0,100048.0,100048.0,0.0
,es,la,2.0,4.0,3122.0,3122.0,0.0
,hi,or,24.0,5635.0,359836.0,359836.0,0.0
,ma,tn,48.0,48.0,2720.0,2720.0,0.0
,wfrs,apis,110.0,321.0,403984.0,403984.0,0.0
,other_financial_corporations_other_banking_nonbank_financial_institutions_foreign_assets,earnings,1551.0,2829.0,884244.0,884244.0,0.0
,calorie posting / compliance inspection,trans fat / re-inspection,15.0,1199.0,399918.0,399918.0,0.0
,rhode island,id,7575.0,7354.0,403984.0,403984.0,0.0
,exports of goods and services,gross capital formation,9089.0,9043.0,79422.0,79422.0,0.0
,ia,rhode island,389.0,60.0,21112.0,21112.0,0.0
,sbrn,colm,177092.0,158364.0,9971582.0,9971582.0,0.0
,aruba,uganda,1.0,9.0,374362.0,374362.0,0.0
,"4,1","9,9",7.0,1.0,258.0,258.0,0.0
,w10,x11,33.0,33.0,2150.0,2150.0,0.0
,valtellina superiore,sonoma county-monterey county-napa county,9.0,2.0,150930.0,150930.0,0.0
,united kingdom,canada,200.0,223.0,8406.0,8406.0,0.0
,15,13,87.0,76.0,191325.0,191325.0,0.0
,z13a,r4y1,1.0,33.0,2117.0,2117.0,0.0
,tmo,bia,1.0,2.0,842.0,842.0,0.0
,post_and_telecommunications,transport_storage_and_communications,3455.0,10828.0,225363.0,225363.0,0.0
,yemen,cabo verde,27.0,46.0,9234.0,9234.0,0.0
,larceny,duii,22048.0,1798.0,61281.0,61281.0,0.0
,821,w31,1133.0,1.0,63279.0,63279.0,0.0
,fl,ks,1608.0,7145.0,359836.0,359836.0,0.0
1810.0,1999 nlg euro / euro,1999 nlg euro / euro,225.0,126.0,48269.0,48269.0,1.0
1179.0,lowchen,lowchen,1.0,2.0,82545.0,82545.0,1.0
,congo (kinshasa),mongolia,1.0,1.0,155.0,155.0,0.0
